behavior_id,emotion_id,emotion_zh_label,prompt,negative_prompt,output_name,output_format,requires_bvh_without_t_pose
Behavior.GreetingOwner04,sad,悲伤,"A human performer greets a familiar person with a cute head tilt and gentle wave, performed with sad emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",greetingowner04__sad.bvh,bvh_without_t_pose,True
Behavior.GreetingOwner04,happy,开心,"A human performer greets a familiar person with a cute head tilt and gentle wave, performed with happy emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",greetingowner04__happy.bvh,bvh_without_t_pose,True
Behavior.GreetingOwner04,angry,愤怒,"A human performer greets a familiar person with a cute head tilt and gentle wave, performed with angry emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",greetingowner04__angry.bvh,bvh_without_t_pose,True
Behavior.GreetingOwner04,surprise,惊讶,"A human performer greets a familiar person with a cute head tilt and gentle wave, performed with surprise emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",greetingowner04__surprise.bvh,bvh_without_t_pose,True
Behavior.GreetingOwner04,fear,恐惧,"A human performer greets a familiar person with a cute head tilt and gentle wave, performed with fear emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",greetingowner04__fear.bvh,bvh_without_t_pose,True
Behavior.GreetingGuest,neutral,中性,"A human performer acknowledges a guest with eye contact and one polite nod while holding a composed posture, performed with neutral emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",greetingguest__neutral.bvh,bvh_without_t_pose,True
Behavior.GreetingGuest,sad,悲伤,"A human performer acknowledges a guest with eye contact and one polite nod while holding a composed posture, performed with sad emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",greetingguest__sad.bvh,bvh_without_t_pose,True
Behavior.GreetingGuest,happy,开心,"A human performer acknowledges a guest with eye contact and one polite nod while holding a composed posture, performed with happy emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",greetingguest__happy.bvh,bvh_without_t_pose,True
Behavior.GreetingGuest,angry,愤怒,"A human performer acknowledges a guest with eye contact and one polite nod while holding a composed posture, performed with angry emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",greetingguest__angry.bvh,bvh_without_t_pose,True
Behavior.GreetingGuest,surprise,惊讶,"A human performer acknowledges a guest with eye contact and one polite nod while holding a composed posture, performed with surprise emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",greetingguest__surprise.bvh,bvh_without_t_pose,True
Behavior.GreetingGuest,fear,恐惧,"A human performer acknowledges a guest with eye contact and one polite nod while holding a composed posture, performed with fear emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",greetingguest__fear.bvh,bvh_without_t_pose,True
Behavior.Farewell,neutral,中性,"A human performer says goodbye with a small nod, brief look-away and look-back, gentle wave, slight forward lean, then a smooth retreat, performed with neutral emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",farewell__neutral.bvh,bvh_without_t_pose,True
Behavior.Farewell,sad,悲伤,"A human performer says goodbye with a small nod, brief look-away and look-back, gentle wave, slight forward lean, then a smooth retreat, performed with sad emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",farewell__sad.bvh,bvh_without_t_pose,True
Behavior.Farewell,happy,开心,"A human performer says goodbye with a small nod, brief look-away and look-back, gentle wave, slight forward lean, then a smooth retreat, performed with happy emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",farewell__happy.bvh,bvh_without_t_pose,True
Behavior.Farewell,angry,愤怒,"A human performer says goodbye with a small nod, brief look-away and look-back, gentle wave, slight forward lean, then a smooth retreat, performed with angry emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",farewell__angry.bvh,bvh_without_t_pose,True
Behavior.Farewell,surprise,惊讶,"A human performer says goodbye with a small nod, brief look-away and look-back, gentle wave, slight forward lean, then a smooth retreat, performed with surprise emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",farewell__surprise.bvh,bvh_without_t_pose,True
Behavior.Farewell,fear,恐惧,"A human performer says goodbye with a small nod, brief look-away and look-back, gentle wave, slight forward lean, then a smooth retreat, performed with fear emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",farewell__fear.bvh,bvh_without_t_pose,True
Behavior.Joy,neutral,中性,"A human performer celebrates with two quick nods, bright focus, a small hand swing, and a tiny forward bounce, performed with neutral emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",joy__neutral.bvh,bvh_without_t_pose,True
Behavior.Joy,sad,悲伤,"A human performer celebrates with two quick nods, bright focus, a small hand swing, and a tiny forward bounce, performed with sad emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",joy__sad.bvh,bvh_without_t_pose,True
Behavior.Joy,happy,开心,"A human performer celebrates with two quick nods, bright focus, a small hand swing, and a tiny forward bounce, performed with happy emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",joy__happy.bvh,bvh_without_t_pose,True
Behavior.Joy,angry,愤怒,"A human performer celebrates with two quick nods, bright focus, a small hand swing, and a tiny forward bounce, performed with angry emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",joy__angry.bvh,bvh_without_t_pose,True
Behavior.Joy,surprise,惊讶,"A human performer celebrates with two quick nods, bright focus, a small hand swing, and a tiny forward bounce, performed with surprise emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",joy__surprise.bvh,bvh_without_t_pose,True
Behavior.Joy,fear,恐惧,"A human performer celebrates with two quick nods, bright focus, a small hand swing, and a tiny forward bounce, performed with fear emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",joy__fear.bvh,bvh_without_t_pose,True
Behavior.Aversion,neutral,中性,"A human performer turns slightly away after being scolded, avoids eye contact, tightens the body, and slowly returns toward neutral, performed with neutral emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",aversion__neutral.bvh,bvh_without_t_pose,True
Behavior.Aversion,sad,悲伤,"A human performer turns slightly away after being scolded, avoids eye contact, tightens the body, and slowly returns toward neutral, performed with sad emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",aversion__sad.bvh,bvh_without_t_pose,True
Behavior.Aversion,happy,开心,"A human performer turns slightly away after being scolded, avoids eye contact, tightens the body, and slowly returns toward neutral, performed with happy emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",aversion__happy.bvh,bvh_without_t_pose,True
Behavior.Aversion,angry,愤怒,"A human performer turns slightly away after being scolded, avoids eye contact, tightens the body, and slowly returns toward neutral, performed with angry emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",aversion__angry.bvh,bvh_without_t_pose,True
Behavior.Aversion,surprise,惊讶,"A human performer turns slightly away after being scolded, avoids eye contact, tightens the body, and slowly returns toward neutral, performed with surprise emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",aversion__surprise.bvh,bvh_without_t_pose,True
Behavior.Aversion,fear,恐惧,"A human performer turns slightly away after being scolded, avoids eye contact, tightens the body, and slowly returns toward neutral, performed with fear emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",aversion__fear.bvh,bvh_without_t_pose,True
Behavior.CuriousLook,neutral,中性,"A human performer leans forward slightly and tilts its head toward a novel stimulus with focused attention, performed with neutral emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",curiouslook__neutral.bvh,bvh_without_t_pose,True
Behavior.CuriousLook,sad,悲伤,"A human performer leans forward slightly and tilts its head toward a novel stimulus with focused attention, performed with sad emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",curiouslook__sad.bvh,bvh_without_t_pose,True
Behavior.CuriousLook,happy,开心,"A human performer leans forward slightly and tilts its head toward a novel stimulus with focused attention, performed with happy emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",curiouslook__happy.bvh,bvh_without_t_pose,True
Behavior.CuriousLook,angry,愤怒,"A human performer leans forward slightly and tilts its head toward a novel stimulus with focused attention, performed with angry emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",curiouslook__angry.bvh,bvh_without_t_pose,True
Behavior.CuriousLook,surprise,惊讶,"A human performer leans forward slightly and tilts its head toward a novel stimulus with focused attention, performed with surprise emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",curiouslook__surprise.bvh,bvh_without_t_pose,True
Behavior.CuriousLook,fear,恐惧,"A human performer leans forward slightly and tilts its head toward a novel stimulus with focused attention, performed with fear emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",curiouslook__fear.bvh,bvh_without_t_pose,True
Behavior.Comfort,neutral,中性,"A human performer offers comfort by leaning forward gently, tilting and nodding the head, and holding soft hands near the chest, performed with neutral emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",comfort__neutral.bvh,bvh_without_t_pose,True
Behavior.Comfort,sad,悲伤,"A human performer offers comfort by leaning forward gently, tilting and nodding the head, and holding soft hands near the chest, performed with sad emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",comfort__sad.bvh,bvh_without_t_pose,True
Behavior.Comfort,happy,开心,"A human performer offers comfort by leaning forward gently, tilting and nodding the head, and holding soft hands near the chest, performed with happy emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",comfort__happy.bvh,bvh_without_t_pose,True
Behavior.Comfort,angry,愤怒,"A human performer offers comfort by leaning forward gently, tilting and nodding the head, and holding soft hands near the chest, performed with angry emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",comfort__angry.bvh,bvh_without_t_pose,True
Behavior.Comfort,surprise,惊讶,"A human performer offers comfort by leaning forward gently, tilting and nodding the head, and holding soft hands near the chest, performed with surprise emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",comfort__surprise.bvh,bvh_without_t_pose,True
Behavior.Comfort,fear,恐惧,"A human performer offers comfort by leaning forward gently, tilting and nodding the head, and holding soft hands near the chest, performed with fear emotion.","text, subtitles, watermark, logo, robot, mechanical body, camera cut, cropped body, hidden hands, blurry limbs, extra fingers, distorted anatomy, unreadable pose, chaotic background",comfort__fear.bvh,bvh_without_t_pose,True
